SBU,Year,Country,Sold-to Code (Number version),# Products,Net Sales (EUR),Base Quantity (Volume-tons)
APF,2020,Peru,5605597,8,6384.42,0.14992
APF,2020,Peru,5645441,9,40109.1,0.77
APF,2020,Peru,5657354,7,4509.8,1.275
APF,2020,Peru,5657361,5,2027.07,0.0177
APF,2020,Peru,5693023,13,16425.33,1.47926
APF,2020,Peru,5699384,7,3385.63,0.0636
APF,2020,Peru,5912506,5,1041.91,0.3
APF,2020,Peru,5950538,1,4847.75,0.043
APF,2020,Peru,5956669,15,8896.7,0.875288
APF,2020,Peru,6054592,3,9519.47,0.084
APF,2020,Peru,6174490,4,14992.18,1.4833
APF,2020,Peru,6213737,1,22660.38,0.2
APF,2020,Peru,6219339,11,3869.15,0.222672
APF,2020,Peru,6221053,12,4131.98,0.19012
APF,2020,Peru,#,4,0,0
APF,2020,Uruguay,959253,23,1480829.52,95.24948
APF,2020,Uruguay,1087991,9,570235.78,71.0194
APF,2020,Uruguay,4621469,22,668699.5,41.922
APF,2020,Uruguay,4664041,21,742271.04,48.502
APF,2020,Uruguay,#,5,0,0
APG,2018,Argentina,629929,6,69143.77,3.63
APG,2018,Argentina,857089,35,101904.7,5.976386
APG,2018,Argentina,952150,36,451344.52,37.585579
APG,2018,Argentina,952199,30,126218.95,7.957424
APG,2018,Argentina,952222,11,24890.05,0.624956
APG,2018,Argentina,952269,15,30470.7,1.46289
APG,2018,Argentina,952328,8,88639.02,11.182748
APG,2018,Argentina,952380,39,273339.48,30.336197
APG,2018,Argentina,952455,2,10949.7,0.3501
APG,2018,Argentina,952462,13,57760.47,1.824768
APG,2018,Argentina,952502,34,51389.83,2.658481
APG,2018,Argentina,952553,2,177661.72,51.6501
APG,2018,Argentina,952573,38,269103.36,15.292084
APG,2018,Argentina,952580,12,2070.71,0.113685
APG,2018,Argentina,952590,14,32621.9,1.21952
APG,2018,Argentina,952608,16,3109.07,0.12
APG,2018,Argentina,952654,10,5650.47,0.17601
APG,2018,Argentina,952701,29,27043.72,1.539854
APG,2018,Argentina,952719,13,656839.14,63.335792
APG,2018,Argentina,952744,12,13400.08,0.445884
APG,2018,Argentina,952831,24,53031.24,2.612755
APG,2018,Argentina,953104,11,19565.12,0.726
APG,2018,Argentina,953125,4,1789.48,0.048349
APG,2018,Argentina,953135,25,172074.39,4.771022
APG,2018,Argentina,953144,30,131179.31,9.583626
APG,2018,Argentina,953165,15,62608.74,5.33399
APG,2018,Argentina,953316,6,101955.19,12.224292
APG,2018,Argentina,953425,2,79255.8,12
APG,2018,Argentina,953481,21,42069.21,2.434122
APG,2018,Argentina,953560,11,2851.83,0.082884
APG,2018,Argentina,953563,38,242295.58,11.955284
APG,2018,Argentina,953795,15,820.38,0.04
APG,2018,Argentina,953796,10,3306.56,0.121
APG,2018,Argentina,953817,39,197308.52,11.741498
APG,2018,Argentina,953857,12,250.11,0.0121
APG,2018,Argentina,954972,9,925496.49,138.349864
APG,2018,Argentina,959128,34,206498.53,11.809066
APG,2018,Argentina,959253,7,535624.81,44.873342
APG,2018,Argentina,959490,33,63804.38,3.139961
APG,2018,Argentina,959686,14,1220.23,0.027628
APG,2018,Argentina,973856,31,82252.79,3.6542
APG,2018,Argentina,1019986,23,40190.86,2.492875
APG,2018,Argentina,1020457,46,76620.63,4.345112
APG,2018,Argentina,1020683,23,68202.74,3.165061
APG,2018,Argentina,1021183,18,40254.08,2.079018
APG,2018,Argentina,1021428,2,43660.04,1.469685
APG,2018,Argentina,1021971,6,8755.53,0.299217
APG,2018,Argentina,1027688,6,10328.94,0.05
APG,2018,Argentina,1029125,14,27846.66,1.088236
APG,2018,Argentina,1049439,6,14658.79,1.1011
APG,2018,Argentina,1049531,17,340.65,0
APG,2018,Argentina,1049535,25,111438.08,6.116094
APG,2018,Argentina,1049545,26,457933.52,33.582667
APG,2018,Argentina,1049555,34,151058.69,7.375823
APG,2018,Argentina,1049558,8,2040.84,0.030081
APG,2018,Argentina,1049931,6,13452.49,0.396023
APG,2018,Argentina,1049981,18,41733.09,1.006162
APG,2018,Argentina,1050010,1,8574.3,0.48042
APG,2018,Argentina,1050014,23,44617.07,1.850808
APG,2018,Argentina,1050019,8,23465.06,0.62163
APG,2018,Argentina,1050023,7,39730.84,1.573
APG,2018,Argentina,1050305,22,91821.23,6.06979
APG,2018,Argentina,1050393,7,56076.53,4.102169
APG,2018,Argentina,1050428,10,9841.22,0.366745
APG,2018,Argentina,1050645,30,151217.43,6.067713
APG,2018,Argentina,1051027,6,3610.72,0.088005
APG,2018,Argentina,1051043,20,63692.79,2.696548
APG,2018,Argentina,1051107,27,49608.02,2.39128
APG,2018,Argentina,1051979,44,284601.6,17.937492
APG,2018,Argentina,1052448,15,24221.17,1.831893
APG,2018,Argentina,1052781,3,29699.79,0.891003
APG,2018,Argentina,1053209,4,2102.75,0.055256
APG,2018,Argentina,1053569,22,21801.94,0.13203
APG,2018,Argentina,1061597,15,18058.6,0.276273
APG,2018,Argentina,1061744,3,-8584.75,0
APG,2018,Argentina,1063762,25,174863.49,9.73692
APG,2018,Argentina,1065657,6,4377.17,0.123207
APG,2018,Argentina,1066841,6,93168.43,4.84
APG,2018,Argentina,1067788,39,584082.12,18.552379
APG,2018,Argentina,1072813,23,46685.62,2.03946
APG,2018,Argentina,1072865,8,104519.6,15.125
APG,2018,Argentina,1076876,12,389.49,0.002
APG,2018,Argentina,1077860,20,5547.13,0.137706
APG,2018,Argentina,1082724,28,29.19,0
APG,2018,Argentina,1085578,87,0,0
APG,2018,Argentina,1094292,18,43888.07,2.357775
APG,2018,Argentina,1095246,21,9629.74,0.48042
APG,2018,Argentina,1101000,4,-911.72,-0.04
APG,2018,Argentina,1103169,49,249507.03,10.295108
APG,2018,Argentina,1103351,3,29260.64,2.5
APG,2018,Argentina,1105578,7,180032.29,5.435425
APG,2018,Argentina,1108179,43,289669.77,11.4272
APG,2018,Argentina,1113146,13,-1517.96,-0.196494
APG,2018,Argentina,1114402,9,5833.55,0.204008
APG,2018,Argentina,1115579,13,103176.15,3.280825
APG,2018,Argentina,1117258,33,54652.62,3.031186
APG,2018,Argentina,1120613,39,76186.82,3.320545
APG,2018,Argentina,1121463,10,36718.99,1.956522
APG,2018,Argentina,1123005,11,11674.99,0.484
APG,2018,Argentina,1123324,7,16803.44,0.440026
APG,2018,Argentina,1124443,11,-5810.25,-4.48
APG,2018,Argentina,1126505,3,47244.38,6.125
APG,2018,Argentina,1127224,4,22151.4,0.968
APG,2018,Argentina,1127241,30,112703.41,7.10843
APG,2018,Argentina,1127255,13,21460.48,0.1
APG,2018,Argentina,1215499,1,30070.19,1.304
APG,2018,Argentina,1297280,40,71395.86,3.836545
APG,2018,Argentina,1511055,20,11320.15,0.517574
APG,2018,Argentina,1657595,6,258.4,0.008801
APG,2018,Argentina,1736569,14,114621.72,6.325087
APG,2018,Argentina,1755105,6,12960.96,-0.397
APG,2018,Argentina,1787882,24,57949.86,3.070329
APG,2018,Argentina,1812366,8,692.02,0
APG,2018,Argentina,1845559,1,8151.55,1
APG,2018,Argentina,1883428,21,61942.68,4.05893
APG,2018,Argentina,1918024,45,507712.81,18.942995
APG,2018,Argentina,1950194,20,63478.64,4.236174
APG,2018,Argentina,1956055,8,4094.31,0.1452
APG,2018,Argentina,1965617,8,8137.39,0.203549
APG,2018,Argentina,1974335,6,7937.54,0.262466
APG,2018,Argentina,2146546,22,-977.72,-0.036032
APG,2018,Argentina,2170630,7,2193.98,0.120105
APG,2018,Argentina,2197684,24,145058.38,5.341468
APG,2018,Argentina,2209157,29,121595.29,4.115722
APG,2018,Argentina,2234264,6,3660.72,0.123207
APG,2018,Argentina,2254826,4,6191.35,0.220013
APG,2018,Argentina,2399981,24,23656.15,1.209492
APG,2018,Argentina,2502033,9,986.94,0.060053
APG,2018,Argentina,2506000,16,699857.43,379.601247
APG,2018,Argentina,2543956,3,10138.82,0.248652
APG,2018,Argentina,2602610,15,3156.36,0.414399
APG,2018,Argentina,2602629,6,9520.24,0.5136
APG,2018,Argentina,2602634,1,1444.05,0.1
APG,2018,Argentina,2602640,8,5696.19,0.56367
APG,2018,Argentina,2603740,15,1429.08,0
APG,2018,Argentina,2603747,10,17301.16,1.202751
APG,2018,Argentina,2603764,2,16509.24,0.09
APG,2018,Argentina,2603797,17,40903.49,1.56133
APG,2018,Argentina,2603858,2,73869.43,6.425
APG,2018,Argentina,2603872,8,13217.23,0.07
APG,2018,Argentina,2608509,1,20557.44,0.132
APG,2018,Argentina,2901802,24,76277.33,4.540717
APG,2018,Argentina,2915843,3,5913.3,0.158861
APG,2018,Argentina,3061534,29,67020.19,3.233055
APG,2018,Argentina,3160749,12,22580.89,1.808717
APG,2018,Argentina,3197021,17,129097.11,6.66048
APG,2018,Argentina,3200257,22,13289.85,0.628767
APG,2018,Argentina,3202389,5,13073.69,0.35202
APG,2018,Argentina,3249187,13,2894.86,0.082884
APG,2018,Argentina,3302601,2,5111.51,0.2662
APG,2018,Argentina,3349044,9,26517.25,0.9922
APG,2018,Argentina,3359694,12,166440.9,15.975633
APG,2018,Argentina,3381968,12,5485.39,0.312273
APG,2018,Argentina,3381969,8,6368.18,0.165768
APG,2018,Argentina,3388764,36,123962.85,7.54075
APG,2018,Argentina,3404023,6,14844.26,0.559736
APG,2018,Argentina,3409169,5,9390.48,0.48042
APG,2018,Argentina,3428594,43,119591,6.708524
APG,2018,Argentina,3447020,2,3284.99,0.096806
APG,2018,Argentina,3458867,3,2057.91,0.01
APG,2018,Argentina,3469939,12,11194.44,0.341778
APG,2018,Argentina,3476466,2,17165.22,0.66001
APG,2018,Argentina,3489248,1,4868.68,0.024
APG,2018,Argentina,3553146,18,27902.87,1.44126
APG,2018,Argentina,3590441,8,15900.42,0.41442
APG,2018,Argentina,3619658,6,993.8,0.060053
APG,2018,Argentina,3680124,11,14582.03,0.792619
APG,2018,Argentina,3692210,22,64057.21,4.838166
APG,2018,Argentina,3692211,26,103813.65,7.121751
APG,2018,Argentina,3696350,1,1468.77,0.044003
APG,2018,Argentina,3734545,9,-21.03,0
APG,2018,Argentina,3745073,8,222720.29,19.075509
APG,2018,Argentina,3770420,17,65758.22,2.064847
APG,2018,Argentina,3792471,11,603.21,0
APG,2018,Argentina,3794393,7,61386.1,1.809767
APG,2018,Argentina,3795475,5,4266.29,0.240211
APG,2018,Argentina,3795980,1,8126.75,0.221024
APG,2018,Argentina,3813256,6,9459.34,0.248652
APG,2018,Argentina,3829178,9,8354.15,0.04
APG,2018,Argentina,3836345,14,16526.8,0.887589
APG,2018,Argentina,3837910,4,38196.41,1.001515
APG,2018,Argentina,3848320,19,36831.65,2.248838
APG,2018,Argentina,3876015,13,7499.98,0.223692
APG,2018,Argentina,3898946,15,18381.63,1.043724
APG,2018,Argentina,3902823,9,12236.32,0.35202
APG,2018,Argentina,3973356,16,6092.02,0.328215
APG,2018,Argentina,3999997,74,360847.48,22.366582
APG,2018,Argentina,4030792,23,13747.24,0.651246
APG,2018,Argentina,4034923,1,3571.22,0.02
APG,2018,Argentina,4109985,9,107.48,0
APG,2018,Argentina,4266584,1,4664.22,0.158409
APG,2018,Argentina,4269665,8,4893.91,0.471503
APG,2018,Argentina,4279077,5,28555.23,0.748043
APG,2018,Argentina,4304466,14,2003.42,0.0726
APG,2018,Argentina,4313407,24,137473.68,4.653639
APG,2018,Argentina,4319317,9,3123.24,0.082884
APG,2018,Argentina,4398104,9,5238.49,0.1936
APG,2018,Argentina,4510187,32,228488.42,12.99386
APG,2018,Argentina,4537306,5,11781.29,0.317722
APG,2018,Argentina,4545909,11,6052.43,0.336652
APG,2018,Argentina,4545928,6,-3485,-0.1289
APG,2018,Argentina,4581171,7,10557.34,0.51543
APG,2018,Argentina,4598894,4,-658.72,-0.036032
APG,2018,Argentina,4609751,10,6123.26,0.165768
APG,2018,Argentina,4655590,15,14612.81,0.657009
APG,2018,Argentina,4657684,7,33817.61,1.532873
APG,2018,Argentina,4711477,2,14913.83,0.484028
APG,2018,Argentina,4727028,4,149620.25,4.35141
APG,2018,Argentina,4737653,1,-4055.15,-0.17601
APG,2018,Argentina,4824938,2,-21135.24,-1.441261
APG,2018,Argentina,4906714,9,155674.83,19.379096
APG,2018,Argentina,4915935,4,11959.55,0.4356
APG,2018,Argentina,4916343,3,11962.75,0.4356
APG,2018,Argentina,4956297,13,2986.54,0.082884
APG,2018,Argentina,4996875,8,12885.81,0.39461
APG,2018,Argentina,5043334,31,127388.58,7.419789
APG,2018,Argentina,5198949,16,10182.27,0.506822
APG,2018,Argentina,5211107,4,14218.13,0.448826
APG,2018,Argentina,5328877,7,4776.77,0.17601
APG,2018,Argentina,5359699,4,1329.23,0.064
APG,2018,Argentina,5471419,1,359521.47,4.375
APG,2018,Argentina,#,101,0,0
APG,2018,Bolivia,1079491,32,821369.14,56.844164
APG,2018,Bolivia,#,27,0,0
APG,2018,Brazil,47171,13,0,0.0011
APG,2018,Brazil,306653,1,2909919.06,71.456
APG,2018,Brazil,399997,4,-814.1,0
APG,2018,Brazil,442626,151,0,0
APG,2018,Brazil,520013,33,-37934.96,0.5002
APG,2018,Brazil,520019,10,0.07,0
APG,2018,Brazil,520588,22,20361.65,0.366
APG,2018,Brazil,522632,27,-63.84,0
APG,2018,Brazil,522804,34,248,0
APG,2018,Brazil,527479,7,-926.37,0
APG,2018,Brazil,531768,38,78469.54,2.1806
APG,2018,Brazil,533019,18,20452.64,0.244
APG,2018,Brazil,542115,41,213643.44,4.7067
APG,2018,Brazil,544967,45,84804.21,1.4562
APG,2018,Brazil,552483,13,126.67,0
APG,2018,Brazil,558150,16,-211.46,0
APG,2018,Brazil,560462,17,166638.01,3.66
APG,2018,Brazil,561187,10,196.71,0
APG,2018,Brazil,569234,36,183620.43,3.1331
APG,2018,Brazil,570534,21,-106.91,5.129976
APG,2018,Brazil,574660,12,2421.05,0.624
APG,2018,Brazil,575108,24,-1.81,0
APG,2018,Brazil,575580,10,90.99,0
APG,2018,Brazil,579830,27,-438.94,0
APG,2018,Brazil,580347,11,559.29,0
APG,2018,Brazil,582753,30,209124.64,30.266
APG,2018,Brazil,582764,29,137725.25,2.456
APG,2018,Brazil,582937,29,222403.6,3.294
APG,2018,Brazil,583285,23,58.47,0
APG,2018,Brazil,584048,19,111.19,0
APG,2018,Brazil,584294,29,128702.53,2.456
APG,2018,Brazil,585734,22,376.65,0
APG,2018,Brazil,585739,32,-818.26,0
APG,2018,Brazil,588042,5,-1.98,0
APG,2018,Brazil,588043,20,11332.01,0.5544
APG,2018,Brazil,588809,32,219215.14,5.9091
APG,2018,Brazil,589980,4,66.43,0
APG,2018,Brazil,589981,5,143.84,0
APG,2018,Brazil,589988,13,998.74,0
APG,2018,Brazil,594052,9,0,0
APG,2018,Brazil,597604,16,16.87,0
APG,2018,Brazil,597615,17,73308.26,0.9272
APG,2018,Brazil,599979,13,9144.2,0.1464
APG,2018,Brazil,601133,12,666.05,0
APG,2018,Brazil,602944,12,24691.74,0.4148
APG,2018,Brazil,750144,45,17345.3,0.244
APG,2018,Brazil,751147,1,24930.54,0.366
APG,2018,Brazil,753146,29,764.88,0.0122
APG,2018,Brazil,756118,55,126558.69,2.7892
APG,2018,Brazil,760044,1,67084.83,0.352
APG,2018,Brazil,768248,7,-31.71,0
APG,2018,Brazil,858315,36,677701.27,23.399608
APG,2018,Brazil,877921,11,-45.15,0
APG,2018,Brazil,879404,16,39377.47,0.5856
APG,2018,Brazil,890207,21,350.04,0
APG,2018,Brazil,895360,4,31.25,0
APG,2018,Brazil,895409,4,62.5,0
APG,2018,Brazil,895410,4,31.25,0
APG,2018,Brazil,895423,4,31.25,0
APG,2018,Brazil,895424,4,31.25,0
APG,2018,Brazil,895432,4,31.25,0
APG,2018,Brazil,938887,8,1647.37,0.2158
APG,2018,Brazil,938889,8,283.46,0
APG,2018,Brazil,952719,3,5764822.21,84.702746
APG,2018,Brazil,1029680,28,164.82,0
APG,2018,Brazil,1029690,9,3107.87,0.0488
APG,2018,Brazil,1029698,10,21792.8,0.3172
APG,2018,Brazil,1029735,10,828.9,0
APG,2018,Brazil,1029753,8,20954.48,0.3172
APG,2018,Brazil,1029822,4,180416.37,2.6596
APG,2018,Brazil,1029859,9,560.05,0
APG,2018,Brazil,1030008,5,-0.04,0
APG,2018,Brazil,1030084,3,69154.94,0.9272
APG,2018,Brazil,1030163,6,-2.23,0
APG,2018,Brazil,1030166,24,73305.86,1.862
APG,2018,Brazil,1030194,16,51404.25,0.8052
APG,2018,Brazil,1030235,22,43877.96,7.055
APG,2018,Brazil,1030243,14,1419.03,0
APG,2018,Brazil,1030246,15,14837.15,0.1952
APG,2018,Brazil,1030289,39,53252.86,5.8652
APG,2018,Brazil,1030318,4,-130.49,0
APG,2018,Brazil,1030408,22,12575.86,0.1464
APG,2018,Brazil,1030505,10,-334.02,0
APG,2018,Brazil,1030547,10,488.96,0
APG,2018,Brazil,1030689,22,81696.86,2.216
APG,2018,Brazil,1030702,9,0,0
APG,2018,Brazil,1030707,22,145969.22,12.3
APG,2018,Brazil,1030796,4,-94.11,0
APG,2018,Brazil,1030827,11,45454.18,0.6832
APG,2018,Brazil,1030828,19,333.84,0
APG,2018,Brazil,1030970,29,140599.29,4.094
APG,2018,Brazil,1031008,22,1283.54,0
APG,2018,Brazil,1031028,4,0,0
APG,2018,Brazil,1031031,10,3062.9,0.6
APG,2018,Brazil,1031035,4,6447.53,0.0976
APG,2018,Brazil,1031066,17,71248.37,1.22
APG,2018,Brazil,1031093,16,94512.81,1.9404
APG,2018,Brazil,1031095,5,32237.67,0.488
APG,2018,Brazil,1031109,11,-865.3,0
APG,2018,Brazil,1031151,26,48662.11,0.8784
APG,2018,Brazil,1031157,28,294684.8,17.145
APG,2018,Brazil,1031191,23,2521.96,0.0244
APG,2018,Brazil,1031232,6,4835.65,0.0732
APG,2018,Brazil,1031238,4,-1980.66,0
APG,2018,Brazil,1031241,18,373.44,0
APG,2018,Brazil,1031254,14,4077.15,0.0968
APG,2018,Brazil,1031265,13,58901.75,0.8784
APG,2018,Brazil,1031275,8,11283.18,0.1708
APG,2018,Brazil,1031301,18,44940.06,0.8052
APG,2018,Brazil,1031316,16,37323.39,0.6832
APG,2018,Brazil,1031323,19,71393.98,1.0248
APG,2018,Brazil,1031408,7,1316.04,0
APG,2018,Brazil,1031473,23,43339.74,7.055
APG,2018,Brazil,1031516,15,346.32,0
APG,2018,Brazil,1031517,9,11350.25,0.1708
APG,2018,Brazil,1031568,23,22407.29,0.409
APG,2018,Brazil,1031594,3,27547.5,0.4392
APG,2018,Brazil,1031604,16,10335.36,0.1464
APG,2018,Brazil,1031614,9,-94.46,0
APG,2018,Brazil,1031618,14,364.41,0.036
APG,2018,Brazil,1031635,16,3461.63,0.624
APG,2018,Brazil,1031642,5,6676.05,0.0976
APG,2018,Brazil,1031648,5,-0.79,0
APG,2018,Brazil,1031682,13,70379.57,1.0248
APG,2018,Brazil,1031684,26,71525.97,1.1711
APG,2018,Brazil,1031764,14,348.65,0
APG,2018,Brazil,1031790,8,423.99,0
APG,2018,Brazil,1031961,15,2310.08,0
APG,2018,Brazil,1031966,10,169.33,0
APG,2018,Brazil,1031982,10,6004.15,0
APG,2018,Brazil,1032088,3,223.03,0
APG,2018,Brazil,1032101,19,586.25,0
APG,2018,Brazil,1032104,4,357.06,0
APG,2018,Brazil,1032210,12,1154.13,0
APG,2018,Brazil,1032359,42,-25.85,0
APG,2018,Brazil,1032423,15,138708.86,6.6
APG,2018,Brazil,1032487,20,32778.79,0.4636
APG,2018,Brazil,1032535,33,214851.88,6.559976
APG,2018,Brazil,1032574,30,0,0.071
APG,2018,Brazil,1032625,33,285968.11,5.4772
APG,2018,Brazil,1032738,33,-2260.81,0
APG,2018,Brazil,1032762,32,-108.13,0
APG,2018,Brazil,1032838,36,133061.33,3.0264
APG,2018,Brazil,1033027,23,131042.3,2.4876
APG,2018,Brazil,1033271,36,419717.43,9.4012
APG,2018,Brazil,1033388,30,35822.27,1.1816
APG,2018,Brazil,1033394,51,925374.7,52.407606
APG,2018,Brazil,1033454,35,430780.96,19.661
APG,2018,Brazil,1033485,16,-30.16,0
APG,2018,Brazil,1033524,39,205098.15,4.255
APG,2018,Brazil,1033565,59,337174.79,9.6672
APG,2018,Brazil,1033762,11,1168.3,0
APG,2018,Brazil,1033814,40,637868.9,11.0146
APG,2018,Brazil,1033983,21,734.35,0
APG,2018,Brazil,1034024,27,-0.24,0
APG,2018,Brazil,1034111,35,-47256.82,0.3144
APG,2018,Brazil,1034143,32,163739.44,3.8245
APG,2018,Brazil,1034156,7,-570.99,0
APG,2018,Brazil,1034182,53,48993.98,1.1868
APG,2018,Brazil,1034199,19,176264.93,1.636
APG,2018,Brazil,1034304,30,43130.41,1.102
APG,2018,Brazil,1034319,48,619620.45,17.104376
APG,2018,Brazil,1034666,33,248379.59,4.7012
APG,2018,Brazil,1034724,4,-1.43,0
APG,2018,Brazil,1034894,20,-222.56,0
APG,2018,Brazil,1034945,21,-5.87,0
APG,2018,Brazil,1034955,23,-961.77,0
APG,2018,Brazil,1034972,14,-121.01,0
APG,2018,Brazil,1035494,38,228049.9,7.1753
APG,2018,Brazil,1035524,17,20.86,0
APG,2018,Brazil,1035549,29,169083.91,5.042
APG,2018,Brazil,1035641,26,19324.89,0.1536
APG,2018,Brazil,1035681,32,62537.79,0.854
APG,2018,Brazil,1035873,35,-392.41,0
APG,2018,Brazil,1035956,37,182918.07,4.743
APG,2018,Brazil,1036142,25,198670.86,2.8182
APG,2018,Brazil,1036370,44,169600.35,2.257
APG,2018,Brazil,1036854,36,269968.21,3.0744
APG,2018,Brazil,1037267,62,531713.19,25.374798
APG,2018,Brazil,1037370,37,-37759.76,-0.5856
APG,2018,Brazil,1037439,12,19665.11,2.7708
APG,2018,Brazil,1037532,45,43410.51,-0.0098
APG,2018,Brazil,1037552,56,1394384.86,83.16876
APG,2018,Brazil,1037574,45,11519.61,0.7084
APG,2018,Brazil,1037823,4,14235.32,0.244
APG,2018,Brazil,1037971,37,355679.1,10.052
APG,2018,Brazil,1038544,28,-20.39,0
APG,2018,Brazil,1039583,58,807683.18,18.2492
APG,2018,Brazil,1039636,14,401.11,0
APG,2018,Brazil,1039669,18,1488.81,0
APG,2018,Brazil,1039675,38,66281.48,2.0541
APG,2018,Brazil,1040687,14,12014.13,0.1342
APG,2018,Brazil,1041276,41,-326.25,0
APG,2018,Brazil,1041766,35,69672.18,1.323
APG,2018,Brazil,1042035,38,311628.32,9.762264
APG,2018,Brazil,1042191,25,-2220.24,0
APG,2018,Brazil,1042520,35,38562.75,0.6222
APG,2018,Brazil,1043384,45,259422.98,5.6968
APG,2018,Brazil,1044505,17,7532996.5,95.0244
APG,2018,Brazil,1044623,51,22150.88,2.4731
APG,2018,Brazil,1045094,51,128136.64,3.4662
APG,2018,Brazil,1045364,36,84586.69,1.3523
APG,2018,Brazil,1045587,36,539048.22,19.108128
APG,2018,Brazil,1045590,54,645424.51,31.834246
APG,2018,Brazil,1045593,34,485834.92,16.857552
APG,2018,Brazil,1045597,39,227811.97,8.172364
APG,2018,Brazil,1045600,38,344590.33,7.3439
APG,2018,Brazil,1045626,34,30757.28,0.4777
APG,2018,Brazil,1045698,55,146525.65,4.1152
APG,2018,Brazil,1045724,45,73833.17,1.724
APG,2018,Brazil,1045737,30,77818.16,1.22
APG,2018,Brazil,1045746,7,-731.71,0
APG,2018,Brazil,1045761,33,577260.4,21.53994
APG,2018,Brazil,1045778,26,351208.93,15.611928
APG,2018,Brazil,1045848,28,38851.32,0.6588
APG,2018,Brazil,1045929,27,360.76,0
APG,2018,Brazil,1045941,42,571420.04,15.902952
APG,2018,Brazil,1045951,43,528514.27,14.216
APG,2018,Brazil,1045960,36,666525.57,25.610804
APG,2018,Brazil,1046038,29,10304.1,0.122
APG,2018,Brazil,1046171,25,47851.84,1.2492
APG,2018,Brazil,1046185,29,73570.2,1.588
APG,2018,Brazil,1046190,33,15961.77,0.2928
APG,2018,Brazil,1046219,51,408876.52,13.114701
APG,2018,Brazil,1046276,57,302367.5,9.2981
APG,2018,Brazil,1046316,39,330175.47,6.604
APG,2018,Brazil,1046456,31,29021.43,0.4026
APG,2018,Brazil,1046525,14,1659.17,0.0244
APG,2018,Brazil,1046639,27,179869.93,3.858
APG,2018,Brazil,1046709,29,5095.86,0.0732
APG,2018,Brazil,1046746,47,6612.87,1.86
APG,2018,Brazil,1046755,14,7290.64,0.122
APG,2018,Brazil,1046791,29,-15.09,0
APG,2018,Brazil,1046804,62,93070.14,4.54962
APG,2018,Brazil,1046822,4,1588.67,0
APG,2018,Brazil,1046924,31,195581.34,6.139188
APG,2018,Brazil,1046931,23,75373.72,1.2872
APG,2018,Brazil,1047024,18,-216.98,0
APG,2018,Brazil,1047031,34,141921,3.882
APG,2018,Brazil,1047067,50,896111.45,22.3768
APG,2018,Brazil,1047084,12,-506.76,0
APG,2018,Brazil,1047085,52,102700,5.8817
APG,2018,Brazil,1047104,52,-14177.4,1.0046
APG,2018,Brazil,1047108,23,205426.9,3.3184
APG,2018,Brazil,1047119,27,-5354.45,-0.1464
APG,2018,Brazil,1047235,38,298833.16,5.1808
APG,2018,Brazil,1047410,29,2224.06,0
APG,2018,Brazil,1047425,13,7466.66,0.0976
APG,2018,Brazil,1047458,29,10191.56,2.0318
APG,2018,Brazil,1047487,37,162694.13,4.082
APG,2018,Brazil,1047538,22,26114.01,0.654
APG,2018,Brazil,1047560,4,-1407.64,0
APG,2018,Brazil,1047574,22,163423.12,2.196
APG,2018,Brazil,1047632,28,-11905.12,0.5702
APG,2018,Brazil,1047870,32,26758.27,0.7448
APG,2018,Brazil,1048072,30,48125.3,1.2066
APG,2018,Brazil,1048088,15,8522.33,0.122
APG,2018,Brazil,1048120,65,2189251.45,95.576668
APG,2018,Brazil,1048142,41,255427.02,5.8844
APG,2018,Brazil,1048163,13,-2.08,0
APG,2018,Brazil,1048187,38,29720.6,0.666
APG,2018,Brazil,1048279,27,28885.38,0.438
APG,2018,Brazil,1048292,35,106508.67,2.2268
APG,2018,Brazil,1048309,18,54406.22,0.7808
APG,2018,Brazil,1048317,20,288534.43,4.71
APG,2018,Brazil,1048321,41,164724.79,9.696264
APG,2018,Brazil,1048486,4,-78.21,0
APG,2018,Brazil,1048488,29,247421.8,8.266
APG,2018,Brazil,1048506,13,40057.08,8.1
APG,2018,Brazil,1048753,33,49785.74,1.14
