SBU,Year,Country,Sold-to Code (Number version),# Products,Net Sales (EUR),Base Quantity (Volume-tons)
EMB,2018,Brazil,1680105,14,16715,84.17929
EMB,2018,Brazil,1689089,1,410,1.42949
EMB,2018,Brazil,1884010,12,59305,453.1223
EMB,2018,Brazil,1913436,7,33010,107.13904
EMB,2018,Brazil,1932831,13,13045,77.27943
EMB,2018,Brazil,2017991,18,6774,167.04647
EMB,2018,Brazil,2042809,36,155721.534,813.93805
EMB,2018,Brazil,2080006,118,237098.08,2102.49522
EMB,2018,Brazil,2080067,8,9430,36.86219
EMB,2018,Brazil,2080069,3,14710,69.88471
EMB,2018,Brazil,2080078,17,6160,101.64779
EMB,2018,Brazil,2080099,18,26.05,0
EMB,2018,Brazil,2080137,3,8870,387.28344
EMB,2018,Brazil,2080146,1,0,0
EMB,2018,Brazil,2080248,9,16786,76.42645
EMB,2018,Brazil,2178275,5,1.95,0
EMB,2018,Brazil,2185964,2,0,0
EMB,2018,Brazil,2192474,21,16955,206.07227
EMB,2018,Brazil,2196811,24,65617.95,1731.08193
EMB,2018,Brazil,2427820,11,55140,372.9826
EMB,2018,Brazil,2427821,1,0.15,0
EMB,2018,Brazil,2478017,7,516.5,7.85047
EMB,2018,Brazil,2690309,6,7260,69.21893
EMB,2018,Brazil,2760787,8,1330,38.47797
EMB,2018,Brazil,2960460,176,109729.21,11.11361
EMB,2018,Brazil,3276472,2,0,0.33671
EMB,2018,Brazil,3522373,1,0,0
EMB,2018,Brazil,3929570,1,0,0
EMB,2018,Brazil,3937573,31,226095.35,2145.03832
EMB,2018,Brazil,3999997,5,2.55,0
EMB,2018,Brazil,4186818,1,4800,24.16915
EMB,2018,Brazil,4237067,5,2260,17.75502
EMB,2018,Brazil,4582571,1,4860,18.03444
EMB,2018,Brazil,4625321,3,2.25,0
EMB,2018,Brazil,4961933,57,66378.057,4.48441
EMB,2018,Brazil,5018779,1,0.25,0
EMB,2018,Brazil,5018808,2,1,0
EMB,2018,Brazil,5019086,10,3949.5,53.68401
EMB,2018,Brazil,5019131,5,104,0.65548
EMB,2018,Brazil,5020280,6,940.95,5.5158
EMB,2018,Brazil,5020342,14,3622.72,102.10598
EMB,2018,Brazil,5020752,2,75,5.15635
EMB,2018,Brazil,5020790,2,110,7.3008
EMB,2018,Brazil,5020797,6,350,19.54639
EMB,2018,Brazil,5020817,1,40,0.86938
EMB,2018,Brazil,5020847,1,15,0.6547
EMB,2018,Brazil,5020864,1,5,0.51467
EMB,2018,Brazil,5020869,1,0,0
EMB,2018,Brazil,5029191,2,0.8,0
EMB,2018,Brazil,5029745,9,901,18.83722
EMB,2018,Brazil,5038689,6,206,0.80336
EMB,2018,Brazil,5059955,2,2.25,0.06891
EMB,2018,Brazil,5155344,2,1,0
EMB,2018,Brazil,5347928,1,25,0.90328
EMB,2018,Brazil,5347957,1,0.75,0
EMB,2018,Brazil,5355943,2,1.5,0
EMB,2018,Brazil,5357141,7,4.5,0
EMB,2018,Brazil,5357856,1,60,0.46359
EMB,2018,Brazil,5374071,2,0.75,0
EMB,2018,Brazil,5384528,2,50,0.37276
EMB,2018,Brazil,5384617,3,285,7.52276
EMB,2018,Brazil,5384623,1,0.5,0
EMB,2018,Brazil,5394228,1,0.75,0
EMB,2018,Brazil,5394250,2,30,0.29193
EMB,2018,Brazil,5406801,1,20,0.40127
EMB,2018,Brazil,5408775,2,5.75,0.03425
EMB,2018,Brazil,5410573,1,1,0
EMB,2018,Brazil,5423189,1,260,1.62132
EMB,2018,Brazil,5428327,2,75,0.78708
EMB,2018,Brazil,5432489,2,50,3.281
EMB,2018,Brazil,5436489,2,1.5,0
EMB,2018,Brazil,5459905,1,25,0.61486
EMB,2018,Brazil,#,10,-2106072.235,-5394.82958
EMB,2018,Chile,40355,3,0,0
EMB,2018,Chile,98607,2,8295,30.01194
EMB,2018,Chile,319734,1,0,0
EMB,2018,Chile,966371,8,2239,27.72992
EMB,2018,Chile,968245,16,205840,819.38098
EMB,2018,Chile,968356,12,49785.4,277.39392
EMB,2018,Chile,968556,61,307977,1725.32849
EMB,2018,Chile,969627,3,14730,58.622
EMB,2018,Chile,973519,3,925,17.65029
EMB,2018,Chile,1078951,2,13675,34.85462
EMB,2018,Chile,1091384,74,20509.73,206.69946
EMB,2018,Chile,1109166,2,20150,60.24901
EMB,2018,Chile,1113620,16,10065.5,161.95941
EMB,2018,Chile,1474151,23,11306.3,150.29546
EMB,2018,Chile,1872631,1,30000,63.07946
EMB,2018,Chile,3457195,5,10085,78.48837
EMB,2018,Chile,3999997,1,0.1,0
EMB,2018,Chile,#,1,0,0
EMB,2018,Colombia,34024,51,167675.2,1468.86769
EMB,2018,Colombia,86804,2,5400,13.72318
EMB,2018,Colombia,129442,2,9900,58.99968
EMB,2018,Colombia,154756,10,0,0
EMB,2018,Colombia,224687,12,52210,208.84774
EMB,2018,Colombia,551068,55,110776,1305.45089
EMB,2018,Colombia,701221,3,900,7.39419
EMB,2018,Colombia,768354,70,172225,902.10923
EMB,2018,Colombia,923045,22,584615,2250.16348
EMB,2018,Colombia,971304,2,2165,88.49539
EMB,2018,Colombia,971432,2,3850,12.67981
EMB,2018,Colombia,971944,32,480048.347,1947.55694
EMB,2018,Colombia,972018,7,14335,514.08793
EMB,2018,Colombia,1079503,6,93685,300.64977
EMB,2018,Colombia,1125455,34,49241,617.16487
EMB,2018,Colombia,1437086,7,80602.1,196.62883
EMB,2018,Colombia,1477608,4,5395,456.40016
EMB,2018,Colombia,1534572,1,2280,25.60903
EMB,2018,Colombia,1688351,3,5175,18.0944
EMB,2018,Colombia,1688426,17,18710,112.36441
EMB,2018,Colombia,1688436,1,4860,28.26018
EMB,2018,Colombia,1689250,39,109155.8,855.73485
EMB,2018,Colombia,2074588,69,58735,373.82976
EMB,2018,Colombia,2074589,5,11280,31.23415
EMB,2018,Colombia,2074603,53,320616.42,1665.35207
EMB,2018,Colombia,2074651,7,37295,186.92104
EMB,2018,Colombia,2074694,10,5555,42.00771
EMB,2018,Colombia,2074697,1,100,0.47427
EMB,2018,Colombia,2190799,1,0,0
EMB,2018,Colombia,3004662,115,226079,2411.69774
EMB,2018,Colombia,3370990,16,317899,864.39087
EMB,2018,Colombia,4466065,4,6900,22.20176
EMB,2018,Colombia,4955033,2,7310,18.69265
EMB,2018,Colombia,5357707,2,6000,16.07916
EMB,2018,Colombia,#,24,0,0
EMB,2018,Colombia,#,24,0,5.05271
EMB,2018,Ecuador,1102029,2,3400,5.97897
EMB,2018,Ecuador,1366985,93,152441,1138.73637
EMB,2018,Ecuador,2138648,1,8000,25.6
EMB,2018,Ecuador,2176810,4,24850,114.1378
EMB,2018,Ecuador,3581735,4,490,6.39171
EMB,2018,Not assigned,#,14,0,0
EMB,2018,Paraguay,1621587,19,142405,394.63328
EMB,2018,Peru,1000,1,0,0
EMB,2018,Peru,41358,1,0,0
EMB,2018,Peru,86841,2,18000.5,53.98516
EMB,2018,Peru,88125,2,22400,60.86467
EMB,2018,Peru,107919,1,0.4,0
EMB,2018,Peru,125414,18,41583,944.04528
EMB,2018,Peru,493184,1,4400,11.10517
EMB,2018,Peru,544562,2,2,0
EMB,2018,Peru,1017361,2,7300,40.20253
EMB,2018,Peru,1017628,10,11405.65,55.54118
EMB,2018,Peru,2009424,1,1,0
EMB,2018,Peru,3231290,86,184582.97,1198.78185
EMB,2018,Peru,3398506,1,0,0
EMB,2018,Peru,4711553,1,9000,31.57064
EMB,2018,Peru,5133611,14,10.83,0
EMB,2018,Peru,5443250,4,2.618,0
EMB,2018,Peru,6105377,17,21730.26,97.65008
EMB,2018,Peru,#,2,0,0
EMB,2018,Peru,#,2,0,11.91883
EMB,2018,Uruguay,1000,1,0,0
EMB,2018,Uruguay,572553,10,1985,10.49563
EMB,2018,Uruguay,1621587,21,9432,88.46672
EMB,2018,Uruguay,#,1,0,0
EMB,2018,Venezuela,2364687,8,3150,22.35836
EMB,2018,Venezuela,4264784,2,19300,69.34661
EMB,2018,Venezuela,4520411,1,-700,-7.385
EMB,2018,Venezuela,4673629,1,0,0
EMB,2019,Argentina,1000,1,0,0
EMB,2019,Argentina,27810,1,0,0
EMB,2019,Argentina,39580,1,0.5,0
EMB,2019,Argentina,39585,1,700,9.59817
EMB,2019,Argentina,76959,4,1.1,0
EMB,2019,Argentina,147602,1,0,0
EMB,2019,Argentina,195530,1,0,0
EMB,2019,Argentina,256765,2,380,2.84047
EMB,2019,Argentina,259658,1,0,0
EMB,2019,Argentina,332833,1,0,0
EMB,2019,Argentina,388886,1,0,0
EMB,2019,Argentina,471006,5,3621,33.07278
EMB,2019,Argentina,502360,1,0,0
EMB,2019,Argentina,553576,1,0,0
EMB,2019,Argentina,583661,1,25,0.10734
EMB,2019,Argentina,599713,1,0,0
EMB,2019,Argentina,624847,1,0,0
EMB,2019,Argentina,748445,1,1,0
EMB,2019,Argentina,774885,1,0,0
EMB,2019,Argentina,779515,1,0,0
EMB,2019,Argentina,848761,3,12840,22.76117
EMB,2019,Argentina,855904,90,32127.49,542.05047
EMB,2019,Argentina,857089,1,0,0
EMB,2019,Argentina,891633,1,0,0
EMB,2019,Argentina,892994,1,0,0
EMB,2019,Argentina,893426,1,0,0
EMB,2019,Argentina,943036,5,2.75,0
EMB,2019,Argentina,952150,1,0,0
EMB,2019,Argentina,952153,1,0,0
EMB,2019,Argentina,952176,1,0,0
EMB,2019,Argentina,952192,1,0,0
EMB,2019,Argentina,952199,1,0,0
EMB,2019,Argentina,952208,1,0,0
EMB,2019,Argentina,952213,1,0,0
EMB,2019,Argentina,952233,1,0,0
EMB,2019,Argentina,952269,1,0,0
EMB,2019,Argentina,952308,1,0,0
EMB,2019,Argentina,952324,1,0,0
EMB,2019,Argentina,952362,17,13881.35,170.95728
EMB,2019,Argentina,952380,1,0,0
EMB,2019,Argentina,952385,1,0,0
EMB,2019,Argentina,952455,1,0,0
EMB,2019,Argentina,952462,1,0,0
EMB,2019,Argentina,952482,1,0,0
EMB,2019,Argentina,952502,1,0,0
EMB,2019,Argentina,952530,1,0,0
EMB,2019,Argentina,952546,1,0,0
EMB,2019,Argentina,952564,1,0,0
EMB,2019,Argentina,952573,1,0,0
EMB,2019,Argentina,952576,1,0,0
EMB,2019,Argentina,952578,1,0,0
EMB,2019,Argentina,952608,1,0,0
EMB,2019,Argentina,952616,32,38714.5,322.45692
EMB,2019,Argentina,952622,3,400,3.36706
EMB,2019,Argentina,952654,1,0,0
EMB,2019,Argentina,952695,1,0,0
EMB,2019,Argentina,952698,2,2100,7.92121
EMB,2019,Argentina,952701,1,0,0
EMB,2019,Argentina,952717,1,0,0
EMB,2019,Argentina,952719,1,0,0
EMB,2019,Argentina,952728,7,1530,8.25843
EMB,2019,Argentina,952791,1,0,0
EMB,2019,Argentina,952831,1,0,0
EMB,2019,Argentina,952865,1,0,0
EMB,2019,Argentina,952869,1,0,0
EMB,2019,Argentina,952877,1,0,0
EMB,2019,Argentina,952888,1,0,0
EMB,2019,Argentina,952891,1,210,13.93603
EMB,2019,Argentina,952904,3,5680,38.82444
EMB,2019,Argentina,952912,1,0,0
EMB,2019,Argentina,952920,3,3320,14.60039
EMB,2019,Argentina,952928,1,0,0
EMB,2019,Argentina,952947,3,6700,54.84627
EMB,2019,Argentina,952959,1,0,0
EMB,2019,Argentina,952985,1,0,0
EMB,2019,Argentina,952995,1,0,0
EMB,2019,Argentina,953015,22,4951,46.5391
EMB,2019,Argentina,953016,10,6745,32.95864
EMB,2019,Argentina,953029,3,1520,13.55163
EMB,2019,Argentina,953030,1,0,0
EMB,2019,Argentina,953050,9,81116,252.39941
EMB,2019,Argentina,953054,1,0,0
EMB,2019,Argentina,953064,1,0,0
EMB,2019,Argentina,953082,1,0,0
EMB,2019,Argentina,953085,1,0,0
EMB,2019,Argentina,953089,20,8959.2,117.40588
EMB,2019,Argentina,953091,4,645,4.15516
EMB,2019,Argentina,953096,1,0,0
EMB,2019,Argentina,953097,32,57378.6,774.80913
EMB,2019,Argentina,953135,1,0,0
EMB,2019,Argentina,953142,1,0,0
EMB,2019,Argentina,953154,22,547371.05,1067.58398
EMB,2019,Argentina,953165,1,0,0
EMB,2019,Argentina,953413,1,0,0
EMB,2019,Argentina,953438,1,0,0
EMB,2019,Argentina,953441,1,0,0
EMB,2019,Argentina,953453,1,0,0
EMB,2019,Argentina,953460,8,9505,66.42336
EMB,2019,Argentina,953481,1,0,0
EMB,2019,Argentina,953495,1,0,0
EMB,2019,Argentina,953509,1,75,0.27707
EMB,2019,Argentina,953525,1,0,0
EMB,2019,Argentina,953536,1,0,0
EMB,2019,Argentina,953559,1,0,0
EMB,2019,Argentina,953562,17,9645.25,59.63664
EMB,2019,Argentina,953563,1,0,0
EMB,2019,Argentina,953597,1,0,0
EMB,2019,Argentina,953631,1,0,0
EMB,2019,Argentina,953632,1,0,0
EMB,2019,Argentina,953634,1,0,0
EMB,2019,Argentina,953641,1,0,0
EMB,2019,Argentina,953645,1,0,0
EMB,2019,Argentina,953653,1,0,0
EMB,2019,Argentina,953674,1,0,0
EMB,2019,Argentina,953678,1,0,0
EMB,2019,Argentina,953729,1,0,0
EMB,2019,Argentina,953734,1,0,0
EMB,2019,Argentina,953743,1,0,0
EMB,2019,Argentina,953795,1,0,0
EMB,2019,Argentina,953807,1,0,0
EMB,2019,Argentina,953817,1,0,0
EMB,2019,Argentina,953857,1,0,0
EMB,2019,Argentina,953957,1,0,0
EMB,2019,Argentina,954100,1,0,0
EMB,2019,Argentina,954358,1,0,0
EMB,2019,Argentina,954972,1,0,0
EMB,2019,Argentina,958178,1,0,0
EMB,2019,Argentina,958569,1,0,0
EMB,2019,Argentina,958573,1,0,0
EMB,2019,Argentina,959128,1,0,0
EMB,2019,Argentina,959180,1,0,0
EMB,2019,Argentina,959202,1,0,0
EMB,2019,Argentina,959253,1,0,0
EMB,2019,Argentina,959490,1,0,0
EMB,2019,Argentina,959625,1,0,0
EMB,2019,Argentina,959686,1,0,0
EMB,2019,Argentina,970645,1,0,0
EMB,2019,Argentina,973201,3,1200,6.70425
EMB,2019,Argentina,973839,3,2680,13.79437
EMB,2019,Argentina,973856,1,0,0
EMB,2019,Argentina,1019679,1,0,0
EMB,2019,Argentina,1019986,1,0,0
EMB,2019,Argentina,1020457,1,0,0
EMB,2019,Argentina,1020683,1,0,0
EMB,2019,Argentina,1020690,1,0,0
EMB,2019,Argentina,1020744,1,0,0
EMB,2019,Argentina,1020749,11,28180,97.35392
EMB,2019,Argentina,1021157,13,11291,40.05327
EMB,2019,Argentina,1021183,1,0,0
EMB,2019,Argentina,1021364,1,0,0
EMB,2019,Argentina,1025521,9,6000,30.55877
EMB,2019,Argentina,1026539,1,0,0
EMB,2019,Argentina,1026745,1,0,0
EMB,2019,Argentina,1026813,1,0,0
EMB,2019,Argentina,1026932,1,0,0
EMB,2019,Argentina,1026964,1,0,0
EMB,2019,Argentina,1027132,1,0,0
EMB,2019,Argentina,1029125,1,0,0
EMB,2019,Argentina,1048774,1,0,0
EMB,2019,Argentina,1049494,1,0,0
EMB,2019,Argentina,1049531,1,0,0
EMB,2019,Argentina,1049535,1,0,0
EMB,2019,Argentina,1049555,1,0,0
EMB,2019,Argentina,1049918,1,0,0
EMB,2019,Argentina,1049925,1,0,0
EMB,2019,Argentina,1049981,1,0,0
EMB,2019,Argentina,1050014,1,0,0
EMB,2019,Argentina,1050023,1,0,0
EMB,2019,Argentina,1050305,1,0,0
EMB,2019,Argentina,1050645,1,0,0
EMB,2019,Argentina,1050650,1,0,0
EMB,2019,Argentina,1051027,1,0,0
EMB,2019,Argentina,1051043,1,0,0
EMB,2019,Argentina,1051107,1,0,0
EMB,2019,Argentina,1051979,1,0,0
EMB,2019,Argentina,1052166,1,0,0
EMB,2019,Argentina,1052250,1,0,0
EMB,2019,Argentina,1052448,1,0,0
EMB,2019,Argentina,1052781,1,0,0
EMB,2019,Argentina,1052974,1,0,0
EMB,2019,Argentina,1053569,1,0,0
EMB,2019,Argentina,1055013,1,0,0
EMB,2019,Argentina,1057800,1,0,0
EMB,2019,Argentina,1058237,1,0,0
EMB,2019,Argentina,1061597,1,0,0
EMB,2019,Argentina,1061744,1,0,0
EMB,2019,Argentina,1061802,1,0,0
EMB,2019,Argentina,1062640,1,0,0
EMB,2019,Argentina,1063762,1,0,0
EMB,2019,Argentina,1066841,1,0,0
EMB,2019,Argentina,1067788,1,0,0
EMB,2019,Argentina,1072813,1,0,0
EMB,2019,Argentina,1072865,1,0,0
EMB,2019,Argentina,1073034,1,0,0
EMB,2019,Argentina,1075281,1,0,0
EMB,2019,Argentina,1076347,1,0,0
EMB,2019,Argentina,1076526,1,0,0
EMB,2019,Argentina,1078243,1,0,0
EMB,2019,Argentina,1080902,1,0,0
EMB,2019,Argentina,1081366,1,0,0
EMB,2019,Argentina,1081676,1,0,0
EMB,2019,Argentina,1082724,1,0,0
EMB,2019,Argentina,1087605,1,0,0
EMB,2019,Argentina,1090520,30,10988,104.95176
EMB,2019,Argentina,1091297,1,0,0
EMB,2019,Argentina,1091372,1,0,0
EMB,2019,Argentina,1091752,1,0,0
EMB,2019,Argentina,1092146,1,0,0
EMB,2019,Argentina,1092704,1,0,0
EMB,2019,Argentina,1094292,1,0,0
EMB,2019,Argentina,1094535,4,1785,5.68143
EMB,2019,Argentina,1094791,1,0,0
EMB,2019,Argentina,1098266,2,1300,4.08513
EMB,2019,Argentina,1101000,1,0,0
EMB,2019,Argentina,1102322,2,2340,11.77176
EMB,2019,Argentina,1102480,8,3540,39.1811
EMB,2019,Argentina,1103154,1,0,0
EMB,2019,Argentina,1103169,1,0,0
EMB,2019,Argentina,1103300,1,0,0
EMB,2019,Argentina,1103351,1,0,0
EMB,2019,Argentina,1105578,1,0,0
EMB,2019,Argentina,1105836,1,0,0
EMB,2019,Argentina,1107005,1,0,0
EMB,2019,Argentina,1107197,1,0,0
EMB,2019,Argentina,1108179,1,0,0
EMB,2019,Argentina,1109619,1,5,0.19193
EMB,2019,Argentina,1112305,1,0,0
EMB,2019,Argentina,1113146,1,0,0
EMB,2019,Argentina,1114402,1,0,0
EMB,2019,Argentina,1115579,1,0,0
EMB,2019,Argentina,1116488,1,0,0
EMB,2019,Argentina,1116489,1,0,0
EMB,2019,Argentina,1117258,1,0,0
EMB,2019,Argentina,1118534,1,0,0
EMB,2019,Argentina,1120613,1,0,0
EMB,2019,Argentina,1121463,1,0,0
EMB,2019,Argentina,1121724,5,1475,17.26756
EMB,2019,Argentina,1122028,1,0,0
EMB,2019,Argentina,1123199,1,0,0
EMB,2019,Argentina,1124952,1,0,0
EMB,2019,Argentina,1126364,1,0,0
EMB,2019,Argentina,1126505,1,0,0
EMB,2019,Argentina,1127255,1,0,0
EMB,2019,Argentina,1128922,1,0,0
EMB,2019,Argentina,1183765,1,0,0
EMB,2019,Argentina,1201460,1,0,0
EMB,2019,Argentina,1249803,1,0,0
EMB,2019,Argentina,1297280,1,0,0
EMB,2019,Argentina,1325068,1,0,0
EMB,2019,Argentina,1366994,3,36900,76.40687
EMB,2019,Argentina,1488389,1,0,0
EMB,2019,Argentina,1511055,1,0,0
EMB,2019,Argentina,1535835,1,0,0
EMB,2019,Argentina,1557152,1,0,0
EMB,2019,Argentina,1565215,1,0,0
EMB,2019,Argentina,1667150,1,0,0
EMB,2019,Argentina,1669623,2,6000.75,12.40948
EMB,2019,Argentina,1688160,1,0,0
EMB,2019,Argentina,1688381,1,0,0
EMB,2019,Argentina,1755105,1,0,0
EMB,2019,Argentina,1758710,1,0,0
EMB,2019,Argentina,1787882,1,0,0
EMB,2019,Argentina,1850120,1,0,0
EMB,2019,Argentina,1883428,1,0,0
EMB,2019,Argentina,1911253,1,0,0
EMB,2019,Argentina,1918024,1,0,0
EMB,2019,Argentina,1921193,1,0,0
EMB,2019,Argentina,1923730,1,0,0
EMB,2019,Argentina,1927398,1,0,0
EMB,2019,Argentina,1931747,2,0,0
EMB,2019,Argentina,1933062,1,0,0
EMB,2019,Argentina,1939339,1,0,0
EMB,2019,Argentina,1942246,1,0,0
EMB,2019,Argentina,1947659,1,0,0
EMB,2019,Argentina,1965617,1,0,0
EMB,2019,Argentina,2015819,3,3056.421,40.37157
EMB,2019,Argentina,2048063,1,0,0
EMB,2019,Argentina,2057605,1,0,0
EMB,2019,Argentina,2073394,3,2400,4.63667
EMB,2019,Argentina,2074304,1,0,0
EMB,2019,Argentina,2076157,1,120,1.83406
EMB,2019,Argentina,2076162,37,24730.74,155.62027
EMB,2019,Argentina,2076205,37,39029,176.98745
EMB,2019,Argentina,2076249,2,2925,34.19209
EMB,2019,Argentina,2076257,13,2460,23.08959
EMB,2019,Argentina,2076266,2,830,4.4787
EMB,2019,Argentina,2076269,12,30310.5,156.06941
EMB,2019,Argentina,2076284,8,1820,20.96452
EMB,2019,Argentina,2109184,1,0,0
EMB,2019,Argentina,2169073,1,0,0
EMB,2019,Argentina,2194586,12,8626.4,36.74281
EMB,2019,Argentina,2197684,1,0,0
EMB,2019,Argentina,2209157,1,0,0
EMB,2019,Argentina,2212891,1,0,0
EMB,2019,Argentina,2222521,1,0,0
EMB,2019,Argentina,2254826,1,0,0
EMB,2019,Argentina,2293518,1,0,0
EMB,2019,Argentina,2350126,1,0,0
EMB,2019,Argentina,2393781,1,0,0
EMB,2019,Argentina,2399981,1,0,0
EMB,2019,Argentina,2427836,1,0,0
EMB,2019,Argentina,2484337,1,0,0
EMB,2019,Argentina,2518691,1,0,0
EMB,2019,Argentina,2586835,1,0,0
EMB,2019,Argentina,2602610,1,0,0
EMB,2019,Argentina,2603740,1,0,0
EMB,2019,Argentina,2603764,1,0,0
EMB,2019,Argentina,2603797,1,0,0
EMB,2019,Argentina,2603872,1,0,0
EMB,2019,Argentina,2608509,1,0,0
EMB,2019,Argentina,2652782,1,0,0
EMB,2019,Argentina,2652783,1,0,0
EMB,2019,Argentina,2697513,1,0,0
EMB,2019,Argentina,2731600,1,0,0
EMB,2019,Argentina,2734827,1,0,0
EMB,2019,Argentina,2775562,1,0,0
EMB,2019,Argentina,2775563,1,0,0
EMB,2019,Argentina,2818637,1,0,0
EMB,2019,Argentina,2829044,1,0,0
EMB,2019,Argentina,2829154,32,65484.03,769.49879
EMB,2019,Argentina,2829218,1,0,0
EMB,2019,Argentina,2836406,1,0,0
EMB,2019,Argentina,2849484,1,0,0
EMB,2019,Argentina,2865078,1,0,0
EMB,2019,Argentina,2875141,1,0,0
EMB,2019,Argentina,2901802,1,0,0
EMB,2019,Argentina,2915844,1,0,0
EMB,2019,Argentina,2968246,1,0,0
EMB,2019,Argentina,3007396,1,0,0
EMB,2019,Argentina,3061534,1,0,0
EMB,2019,Argentina,3062369,1,0,0
EMB,2019,Argentina,3068560,1,0,0
EMB,2019,Argentina,3096959,5,800,21.09964
EMB,2019,Argentina,3106095,1,0,0
EMB,2019,Argentina,3106797,9,14440,88.45509
EMB,2019,Argentina,3130602,1,0,0
EMB,2019,Argentina,3160749,1,0,0
EMB,2019,Argentina,3197021,1,0,0
EMB,2019,Argentina,3200257,1,0,0
EMB,2019,Argentina,3202389,1,0,0
EMB,2019,Argentina,3230976,1,0,0
EMB,2019,Argentina,3233972,1,0,0
EMB,2019,Argentina,3237983,3,1.9,0
EMB,2019,Argentina,3240826,1,0,0
EMB,2019,Argentina,3247310,1,0,0
EMB,2019,Argentina,3249187,1,0,0
EMB,2019,Argentina,3266371,1,0,0
EMB,2019,Argentina,3270328,1,0,0
EMB,2019,Argentina,3302601,1,0,0
EMB,2019,Argentina,3310653,1,0,0
EMB,2019,Argentina,3317193,1,0,0
EMB,2019,Argentina,3341722,1,0,0
EMB,2019,Argentina,3381969,1,0,0
EMB,2019,Argentina,3381993,1,0,0
EMB,2019,Argentina,3388764,1,0,0
EMB,2019,Argentina,3398522,1,0,0
EMB,2019,Argentina,3409169,1,0,0
EMB,2019,Argentina,3428594,1,0,0
EMB,2019,Argentina,3431668,1,0,0
EMB,2019,Argentina,3431669,1,0,0
EMB,2019,Argentina,3462193,1,0,0
EMB,2019,Argentina,3469939,1,0,0
EMB,2019,Argentina,3480321,1,0,0
EMB,2019,Argentina,3513478,1,1170,10.90994
EMB,2019,Argentina,3553146,1,0,0
EMB,2019,Argentina,3590441,1,0,0
EMB,2019,Argentina,3619658,1,0,0
EMB,2019,Argentina,3659954,1,0,0
EMB,2019,Argentina,3680124,1,0,0
EMB,2019,Argentina,3680141,1,0,0
EMB,2019,Argentina,3683873,1,0,0
EMB,2019,Argentina,3685140,1,0,0
EMB,2019,Argentina,3692210,1,0,0
EMB,2019,Argentina,3692211,1,0,0
EMB,2019,Argentina,3732779,1,0,0
EMB,2019,Argentina,3734058,1,0,0
EMB,2019,Argentina,3770420,1,0,0
EMB,2019,Argentina,3792455,1,0,0
EMB,2019,Argentina,3794393,1,0,0
EMB,2019,Argentina,3795473,1,0,0
EMB,2019,Argentina,3799667,1,0,0
EMB,2019,Argentina,3813256,1,0,0
EMB,2019,Argentina,3842757,1,0,0
EMB,2019,Argentina,3848320,1,0,0
EMB,2019,Argentina,3876015,1,0,0
EMB,2019,Argentina,3888941,1,0,0
EMB,2019,Argentina,3902823,1,0,0
EMB,2019,Argentina,3935985,2,0.15,0
EMB,2019,Argentina,3973356,1,0,0
EMB,2019,Argentina,3999997,12,12.11,0
EMB,2019,Argentina,4030792,1,0,0
EMB,2019,Argentina,4045138,1,0,0
EMB,2019,Argentina,4097934,1,0,0
EMB,2019,Argentina,4140806,1,0,0
EMB,2019,Argentina,4150318,1,0,0
EMB,2019,Argentina,4238658,1,0,0
EMB,2019,Argentina,4246654,1,0,0
EMB,2019,Argentina,4246830,1,0,0
EMB,2019,Argentina,4248013,1,0,0
EMB,2019,Argentina,4279051,1,0,0
EMB,2019,Argentina,4304466,1,0,0
EMB,2019,Argentina,4313407,1,0,0
EMB,2019,Argentina,4334989,1,0,0
EMB,2019,Argentina,4384167,1,0,0
EMB,2019,Argentina,4389261,1,0,0
EMB,2019,Argentina,4492158,1,0,0
EMB,2019,Argentina,4510187,1,0,0
EMB,2019,Argentina,4525404,1,0,0
EMB,2019,Argentina,4537306,1,0,0
EMB,2019,Argentina,4545909,1,0,0
EMB,2019,Argentina,4581171,1,0,0
EMB,2019,Argentina,4581177,1,0,0
EMB,2019,Argentina,4609767,1,0,0
EMB,2019,Argentina,4635347,1,0,0
EMB,2019,Argentina,4655590,1,0,0
EMB,2019,Argentina,4673900,1,0,0
EMB,2019,Argentina,4673998,1,0,0
EMB,2019,Argentina,4697005,1,0,0
EMB,2019,Argentina,4698439,1,0,0
EMB,2019,Argentina,4701727,1,0,0
EMB,2019,Argentina,4714707,1,0,0
EMB,2019,Argentina,4737654,1,0,0
EMB,2019,Argentina,4778661,1,0,0
EMB,2019,Argentina,4858473,1,0,0
EMB,2019,Argentina,4887812,1,0,0
EMB,2019,Argentina,4916343,1,0,0
EMB,2019,Argentina,4956297,1,0,0
EMB,2019,Argentina,4978458,1,0,0
EMB,2019,Argentina,4987616,1,0,0
EMB,2019,Argentina,4996875,1,0,0
EMB,2019,Argentina,5043334,1,0,0
EMB,2019,Argentina,5067139,1,0,0
EMB,2019,Argentina,5098807,1,0,0
EMB,2019,Argentina,5098834,1,0,0
EMB,2019,Argentina,5198942,1,0,0
EMB,2019,Argentina,5198949,1,0,0
EMB,2019,Argentina,5198993,1,0,0
EMB,2019,Argentina,5211107,1,0,0
EMB,2019,Argentina,5243695,1,0,0
EMB,2019,Argentina,5257552,1,0,0
EMB,2019,Argentina,5290679,1,0,0
EMB,2019,Argentina,5328877,1,0,0
EMB,2019,Argentina,5339716,8,5090,21.0641
EMB,2019,Argentina,5339925,7,825,5.86285
EMB,2019,Argentina,5340133,1,0.5,0
